timestamp,demand_mw,Northern_Region_mw,Western_Region_mw,Eastern_Region_mw,Southern_Region_mw,NorthEastern_Region_mw
2019-01-01 00:00:00,118690.67,33692.02,38522.22,13128.89,31681.83,1665.72
2019-01-01 01:00:00,116029.23,32534.39,38071.09,12737.53,31129.97,1556.24
2019-01-01 02:00:00,114044.14,31730.37,37680.1,12387.36,30760.87,1485.44
2019-01-01 03:00:00,113648.97,31529.25,37747.37,12301.12,30616.27,1454.96
2019-01-01 04:00:00,116290.05,32406.61,38101.8,12479.13,31839.38,1463.14
2019-01-01 05:00:00,124434.0,36376.37,39757.78,13252.46,33551.13,1496.27
2019-01-01 06:00:00,136638.94,41588.16,43250.17,14170.4,36059.11,1571.1
2019-01-01 07:00:00,147992.72,43703.11,47735.68,15103.72,39695.93,1754.27
2019-01-01 08:00:00,153580.44,44815.75,49976.75,15329.48,41690.19,1768.27
2019-01-01 09:00:00,156556.18,45662.13,51698.61,15247.92,42244.94,1702.59
2019-01-01 10:00:00,157135.53,45813.75,52652.51,15041.89,42006.58,1620.8
2019-01-01 11:00:00,155383.98,45430.35,52165.27,14763.09,41508.64,1516.64
2019-01-01 12:00:00,151982.46,44407.59,50861.13,14395.97,40836.25,1481.51
2019-01-01 13:00:00,147432.34,43353.29,49552.0,13720.22,39370.35,1436.48
2019-01-01 14:00:00,144736.76,42785.19,48890.31,13071.28,38597.94,1392.05
2019-01-01 15:00:00,142616.95,41970.84,47846.86,12858.01,38543.01,1398.22
2019-01-01 16:00:00,143051.57,41917.0,47199.49,13599.74,38709.13,1626.21
2019-01-01 17:00:00,145782.92,42730.21,46613.7,15521.14,38704.58,2213.3
2019-01-01 18:00:00,149412.95,45696.87,46380.55,16934.69,38094.55,2306.29
2019-01-01 19:00:00,145275.21,43079.42,45264.0,16898.45,37756.47,2276.87
2019-01-01 20:00:00,137227.15,39815.68,42994.64,16317.25,35916.93,2182.65
2019-01-01 21:00:00,130372.91,37528.28,41650.55,15252.7,33946.79,1994.57
2019-01-01 22:00:00,124227.03,36641.6,40158.71,13773.44,31921.61,1731.67
2019-01-01 23:00:00,119535.85,34641.52,40055.53,12735.41,30512.05,1591.34
2019-01-02 00:00:00,116461.83,32775.77,39575.12,12429.27,30182.32,1499.36
2019-01-02 01:00:00,113978.8,31807.03,39069.82,12051.49,29649.56,1400.91
2019-01-02 02:00:00,112632.51,31144.56,38791.59,11927.23,29395.16,1373.98
2019-01-02 03:00:00,112561.19,30738.92,38939.31,11923.1,29598.07,1361.79
2019-01-02 04:00:00,115098.64,31564.69,39225.4,12036.65,30894.57,1377.34
2019-01-02 05:00:00,122892.35,35333.23,40774.25,12488.5,32850.92,1445.45
2019-01-02 06:00:00,136784.64,40625.46,44839.71,13215.23,36478.0,1626.25
2019-01-02 07:00:00,150433.71,43404.32,49290.24,14565.49,41350.38,1823.28
2019-01-02 08:00:00,155312.1,45291.67,50996.36,14906.95,42285.86,1831.26
2019-01-02 09:00:00,155567.52,44721.53,52555.02,14811.76,41714.6,1764.61
2019-01-02 10:00:00,155070.86,44667.16,52597.49,14562.21,41569.03,1674.97
2019-01-02 11:00:00,154175.61,44295.16,52595.36,14413.98,41268.59,1602.51
2019-01-02 12:00:00,152496.17,43378.12,52595.36,14137.79,40817.18,1567.72
2019-01-02 13:00:00,145958.97,42067.94,49453.13,13339.67,39556.73,1541.5
2019-01-02 14:00:00,144247.67,41665.02,48859.71,13002.07,39194.21,1526.66
2019-01-02 15:00:00,144980.84,41594.68,48654.41,13397.94,39793.69,1540.12
2019-01-02 16:00:00,146181.29,41293.15,48673.07,14086.85,40396.58,1731.64
2019-01-02 17:00:00,149810.65,42696.48,48076.9,15855.36,40854.14,2327.77
2019-01-02 18:00:00,154343.21,45832.52,47902.28,17222.48,41021.73,2364.21
2019-01-02 19:00:00,151144.37,44142.12,46552.93,17478.51,40652.07,2318.72
2019-01-02 20:00:00,142780.04,41282.76,44017.25,16888.7,38379.71,2211.63
2019-01-02 21:00:00,136672.66,39774.9,42286.65,15961.89,36582.86,2066.36
2019-01-02 22:00:00,130526.88,38841.01,41242.04,14470.31,34199.16,1774.36
2019-01-02 23:00:00,124644.11,36200.59,40848.8,13632.09,32371.56,1591.07
2019-01-03 00:00:00,119599.66,34075.98,39667.78,13036.84,31342.08,1476.97
2019-01-03 01:00:00,116753.0,32801.9,39116.29,12726.36,30695.24,1413.2
2019-01-03 02:00:00,115518.2,32196.38,38699.73,12770.32,30468.98,1382.79
2019-01-03 03:00:00,115710.99,32003.79,39041.59,12719.3,30566.22,1380.09
2019-01-03 04:00:00,118123.91,32595.28,39231.46,12932.38,31966.0,1398.79
2019-01-03 05:00:00,126128.58,35937.08,41013.93,13396.96,34312.61,1468.0
2019-01-03 06:00:00,139232.13,41186.05,44902.59,14061.38,37468.85,1613.25
2019-01-03 07:00:00,151025.85,42971.27,49547.51,14800.0,41986.7,1720.37
2019-01-03 08:00:00,155769.61,44181.95,51793.89,15369.84,42725.43,1698.5
2019-01-03 09:00:00,157617.81,45301.02,53471.59,15088.52,42107.89,1648.78
2019-01-03 10:00:00,156168.93,44216.0,53918.16,14719.82,41690.57,1624.38
2019-01-03 11:00:00,154245.87,43866.12,53141.53,14363.16,41351.14,1523.92
2019-01-03 12:00:00,151056.37,42770.31,51684.55,14150.36,40909.66,1541.49
2019-01-03 13:00:00,147083.32,42191.05,50180.52,13382.13,39748.12,1581.51
2019-01-03 14:00:00,146362.43,42224.95,49807.69,13003.34,39747.94,1578.52
2019-01-03 15:00:00,146865.85,41970.45,49829.13,13266.22,40237.63,1562.42
2019-01-03 16:00:00,148088.83,41627.52,50187.7,14150.06,40364.61,1758.94
2019-01-03 17:00:00,151407.71,43218.67,49398.3,15890.46,40610.11,2290.17
2019-01-03 18:00:00,155644.76,46154.08,48595.12,17306.05,41287.42,2302.08
2019-01-03 19:00:00,151782.59,43888.2,47132.26,17642.09,40721.24,2398.8
2019-01-03 20:00:00,143027.77,40588.28,44518.23,17098.88,38523.53,2298.84
2019-01-03 21:00:00,136425.56,38880.36,43048.06,15869.6,36490.77,2136.77
2019-01-03 22:00:00,129846.74,37629.95,42031.92,14182.11,34207.88,1794.89
2019-01-03 23:00:00,124654.1,35565.5,41451.8,13429.87,32584.26,1622.67
2019-01-04 00:00:00,120713.06,33998.12,40365.84,13146.09,31718.4,1484.62
2019-01-04 01:00:00,118268.12,33041.69,39883.93,12868.03,31028.86,1445.62
2019-01-04 02:00:00,116660.42,32476.36,39373.74,12619.26,30842.19,1348.87
2019-01-04 03:00:00,116049.37,31924.19,39399.2,12570.72,30818.6,1336.66
2019-01-04 04:00:00,118441.36,32401.92,39714.45,12835.99,32132.99,1356.01
2019-01-04 05:00:00,127416.95,35949.17,41454.75,13763.87,34824.33,1424.84
2019-01-04 06:00:00,140274.27,40474.68,45436.97,14695.3,38014.33,1652.99
2019-01-04 07:00:00,152807.69,43345.47,50026.68,15239.42,42379.14,1816.97
2019-01-04 08:00:00,157099.21,44632.6,52090.89,15719.75,42770.09,1885.88
2019-01-04 09:00:00,159140.91,45706.41,53595.43,15465.49,42554.07,1819.51
2019-01-04 10:00:00,158357.94,45432.97,53658.72,15174.41,42429.34,1662.5
2019-01-04 11:00:00,156636.0,44829.29,53320.97,14758.51,42127.0,1600.23
2019-01-04 12:00:00,153533.33,44228.53,51655.31,14304.28,41839.02,1506.19
2019-01-04 13:00:00,148428.35,42770.13,50534.95,13443.39,40173.63,1506.24
2019-01-04 14:00:00,146645.32,42344.22,49888.06,13082.46,39822.93,1507.65
2019-01-04 15:00:00,145686.94,40984.15,49888.14,13188.39,40065.68,1560.58
2019-01-04 16:00:00,147067.62,41735.63,49501.82,13656.27,40361.58,1812.32
2019-01-04 17:00:00,151317.14,43613.12,48834.11,15963.69,40659.86,2246.37
2019-01-04 18:00:00,155863.21,46254.79,48756.61,17498.93,40966.84,2386.05
2019-01-04 19:00:00,152265.6,44644.3,47153.67,17551.96,40568.69,2346.98
2019-01-04 20:00:00,143096.36,41174.7,44339.3,16991.44,38337.68,2253.24
2019-01-04 21:00:00,136861.69,39654.45,42843.81,15982.44,36303.04,2077.94
2019-01-04 22:00:00,131016.48,38570.97,41996.2,14328.34,34343.59,1777.37
2019-01-04 23:00:00,125644.05,36320.77,41349.13,13835.89,32523.09,1615.16
2019-01-05 00:00:00,121100.82,33863.41,40400.78,13582.75,31784.85,1469.03
2019-01-05 01:00:00,118374.88,32590.55,39904.95,13270.28,31194.09,1415.02
2019-01-05 02:00:00,116897.56,31934.22,39626.11,13132.29,30824.95,1380.0
2019-01-05 03:00:00,116264.6,31300.5,39762.04,12907.51,30912.53,1382.02
2019-01-05 04:00:00,118623.79,31573.69,40030.98,13082.65,32543.38,1393.1
2019-01-05 05:00:00,126787.84,34560.81,41989.5,13806.42,34955.2,1475.91
2019-01-05 06:00:00,139334.05,39429.46,45690.01,14568.54,37957.53,1688.51
2019-01-05 07:00:00,150596.9,40867.62,50114.83,15412.33,42369.25,1832.88
2019-01-05 08:00:00,154869.02,42147.88,52157.0,15533.2,43126.96,1903.98
2019-01-05 09:00:00,156757.49,43329.35,53874.84,15394.85,42382.76,1775.7
2019-01-05 10:00:00,154664.85,42475.69,54125.6,15019.67,41303.35,1740.53
2019-01-05 11:00:00,153052.86,43052.04,53158.44,14626.48,40591.25,1624.66
2019-01-05 12:00:00,151121.08,42401.31,52079.33,14504.48,40548.25,1587.71
2019-01-05 13:00:00,147515.49,42091.94,50875.09,13886.15,39090.73,1571.58
2019-01-05 14:00:00,145629.71,41580.16,50268.92,13308.78,38877.42,1594.44
2019-01-05 15:00:00,145467.39,40906.71,50222.77,13284.15,39448.72,1605.04
2019-01-05 16:00:00,146549.1,40714.5,50091.41,14095.77,39808.13,1839.3
2019-01-05 17:00:00,150618.79,42359.53,49717.34,16375.37,39822.9,2343.64
2019-01-05 18:00:00,155142.48,45465.97,49135.55,17969.24,40189.44,2382.29
2019-01-05 19:00:00,151979.07,43727.36,47597.1,18181.77,40107.11,2365.73
2019-01-05 20:00:00,142705.14,40344.86,44630.47,17429.92,38032.48,2267.41
2019-01-05 21:00:00,136423.3,38745.53,42930.61,16441.57,36249.64,2055.95
2019-01-05 22:00:00,129921.41,37143.2,42044.06,14924.16,34038.23,1771.75
2019-01-05 23:00:00,124322.17,34683.02,41629.21,14200.39,32201.53,1608.02
2019-01-06 00:00:00,119765.83,32337.16,40669.91,13685.13,31566.12,1507.5
2019-01-06 01:00:00,117061.73,30882.23,40036.9,13435.27,31276.96,1430.37
2019-01-06 02:00:00,115051.17,30113.15,39303.44,13203.98,31036.28,1394.32
2019-01-06 03:00:00,114425.56,29538.98,39409.99,13144.89,30944.93,1386.77
2019-01-06 04:00:00,116743.71,29781.69,39828.44,13366.26,32375.87,1391.45
2019-01-06 05:00:00,122924.12,32589.64,41115.12,13791.05,33983.34,1444.97
2019-01-06 06:00:00,132438.41,36729.52,44031.52,14280.18,35753.59,1643.59
2019-01-06 07:00:00,142628.8,38742.01,48441.44,15131.44,38512.48,1801.42
2019-01-06 08:00:00,147894.61,39409.93,50966.42,15100.22,40549.33,1868.71
2019-01-06 09:00:00,151242.58,41048.2,52606.38,14817.28,41002.21,1768.51
2019-01-06 10:00:00,152687.58,41576.43,53797.09,14728.12,40942.74,1643.2
2019-01-06 11:00:00,150601.51,41612.75,52915.43,14334.16,40179.06,1560.11
2019-01-06 12:00:00,148424.65,41500.22,51169.47,14132.88,40064.75,1557.33
2019-01-06 13:00:00,144925.43,41571.93,49587.01,13361.57,38918.57,1486.36
2019-01-06 14:00:00,141705.72,40782.35,48666.64,12696.56,38047.25,1512.92
2019-01-06 15:00:00,139611.96,39471.83,47984.61,12822.89,37840.78,1491.86
2019-01-06 16:00:00,140181.09,40123.79,47798.76,13001.2,37551.45,1705.89
2019-01-06 17:00:00,143826.63,41613.17,47101.03,15442.21,37448.76,2221.46
2019-01-06 18:00:00,147176.0,44192.79,46153.81,17184.72,37329.83,2314.85
2019-01-06 19:00:00,144669.95,42854.06,44910.62,17357.21,37316.68,2231.37
2019-01-06 20:00:00,136306.39,39405.69,42117.62,17019.67,35620.24,2143.17
2019-01-06 21:00:00,129453.02,37117.01,40658.28,16079.32,33697.2,1901.2
2019-01-06 22:00:00,123338.35,35203.53,39622.11,14495.31,32321.73,1695.67
2019-01-06 23:00:00,118434.9,33168.25,39325.99,13641.85,30755.86,1542.94
2019-01-07 00:00:00,114521.82,31118.21,38544.57,13315.35,30133.77,1409.92
2019-01-07 01:00:00,111937.14,29813.16,37917.15,13236.34,29637.85,1332.65
2019-01-07 02:00:00,109973.95,28969.96,37603.19,12915.02,29192.8,1292.98
2019-01-07 03:00:00,109298.02,28778.09,37460.16,12735.0,29019.91,1304.84
2019-01-07 04:00:00,111738.05,29369.46,37490.91,12990.71,30565.47,1321.49
2019-01-07 05:00:00,120041.1,32722.05,39489.85,13366.82,33113.71,1348.67
2019-01-07 06:00:00,135274.25,38349.74,43574.32,14534.39,37175.75,1640.05
2019-01-07 07:00:00,149540.96,41450.55,48363.61,15316.48,42534.77,1875.55
2019-01-07 08:00:00,153939.17,42982.28,50584.99,15201.63,43276.29,1893.97
2019-01-07 09:00:00,155943.67,43700.29,52240.59,15219.24,43012.04,1771.51
2019-01-07 10:00:00,155945.85,43820.82,53193.57,14886.27,42360.22,1684.97
2019-01-07 11:00:00,155204.2,44049.72,53282.5,14414.79,41843.76,1613.44
2019-01-07 12:00:00,153311.64,43978.57,52049.14,14262.89,41442.78,1578.25
2019-01-07 13:00:00,149816.63,43060.13,50763.58,13841.28,40621.48,1530.16
2019-01-07 14:00:00,147663.86,42175.52,50175.76,13551.06,40265.56,1495.96
2019-01-07 15:00:00,146910.43,40937.54,50130.9,13577.38,40739.97,1524.64
2019-01-07 16:00:00,147961.82,41387.63,49941.16,14134.44,40828.28,1670.31
2019-01-07 17:00:00,149546.6,42544.69,49493.79,15969.17,39291.47,2247.49
2019-01-07 18:00:00,154423.34,46020.65,48746.12,17583.7,39702.93,2369.95
2019-01-07 19:00:00,151648.46,44135.74,47317.5,17781.2,40098.52,2315.5
2019-01-07 20:00:00,143125.14,40834.21,44459.45,17194.9,38441.19,2195.39
2019-01-07 21:00:00,136950.87,39190.49,42681.31,16079.35,36946.04,2053.68
2019-01-07 22:00:00,130686.94,37806.0,41558.65,14568.3,34987.97,1766.03
2019-01-07 23:00:00,124606.56,35721.57,40916.83,13468.94,32887.91,1611.31
2019-01-08 00:00:00,120469.17,33833.03,39881.55,12899.76,32366.22,1488.61
2019-01-08 01:00:00,117785.18,32482.52,39222.31,12992.46,31683.13,1404.76
2019-01-08 02:00:00,116494.43,32021.31,38812.41,13058.88,31220.58,1381.25
2019-01-08 03:00:00,116245.91,31667.12,38814.7,13025.62,31380.04,1358.44
2019-01-08 04:00:00,118715.49,32256.38,39147.6,13186.65,32772.0,1352.87
2019-01-08 05:00:00,126503.91,35639.91,40862.88,13672.35,34891.91,1436.85
2019-01-08 06:00:00,138695.16,40424.32,44915.53,14272.96,37457.07,1625.27
2019-01-08 07:00:00,150507.58,42825.46,49341.47,14927.09,41575.3,1838.27
2019-01-08 08:00:00,154790.76,43866.89,51635.06,14972.94,42510.49,1805.38
2019-01-08 09:00:00,157965.41,45166.37,53196.87,14969.1,42937.78,1695.29
2019-01-08 10:00:00,157817.77,44889.09,53984.55,14854.06,42487.47,1602.59
2019-01-08 11:00:00,156094.93,45041.62,53093.21,14562.72,41843.66,1553.73
2019-01-08 12:00:00,153789.88,44795.94,51971.48,14007.83,41490.17,1524.45
2019-01-08 13:00:00,149892.09,43955.05,50382.62,13690.38,40364.65,1499.4
2019-01-08 14:00:00,148260.88,43400.3,49996.77,13252.0,40130.4,1481.4
2019-01-08 15:00:00,146881.55,42221.6,50001.1,13285.08,39863.43,1510.33
2019-01-08 16:00:00,147228.31,42318.84,49895.97,13657.5,39656.61,1699.39
2019-01-08 17:00:00,150967.33,43725.58,49711.41,15694.47,39579.02,2256.84
2019-01-08 18:00:00,155845.07,47204.39,49284.66,17299.85,39726.21,2329.96
2019-01-08 19:00:00,152724.83,45486.71,47838.67,17311.82,39794.97,2292.67
2019-01-08 20:00:00,144108.91,42028.27,45282.27,16822.81,37764.84,2210.71
2019-01-08 21:00:00,136816.03,39911.84,43249.3,15654.68,36008.99,1991.23
2019-01-08 22:00:00,130494.41,38728.01,41868.38,14143.27,34039.59,1715.16
2019-01-08 23:00:00,124586.87,36500.67,41222.41,13196.83,32190.51,1476.44
2019-01-09 00:00:00,120784.78,34848.65,40373.86,12802.37,31410.15,1349.76
2019-01-09 01:00:00,118140.49,33605.13,39665.02,12551.16,30983.75,1335.43
2019-01-09 02:00:00,116210.67,33016.35,39209.95,12133.89,30534.61,1315.87
2019-01-09 03:00:00,115888.55,32673.58,39364.98,12106.29,30442.57,1301.13
2019-01-09 04:00:00,118363.67,33088.83,39598.17,12385.92,31951.46,1339.3
2019-01-09 05:00:00,126258.48,36377.12,41214.77,13040.5,34261.74,1364.35
2019-01-09 06:00:00,139677.05,41327.99,45514.62,13968.27,37208.08,1658.1
2019-01-09 07:00:00,152011.42,43317.64,50494.44,15085.05,41270.54,1843.75
2019-01-09 08:00:00,155432.99,43726.26,52206.97,15390.32,42291.53,1817.92
2019-01-09 09:00:00,158075.56,44867.06,54063.49,14973.2,42440.65,1731.16
2019-01-09 10:00:00,157506.7,44780.0,53998.94,14741.53,42301.42,1684.82
2019-01-09 11:00:00,155506.74,44998.22,52772.0,14311.46,41840.39,1584.67
2019-01-09 12:00:00,153726.23,45052.68,51515.08,14155.74,41475.71,1527.01
2019-01-09 13:00:00,148886.91,43516.6,50185.67,13286.3,40419.89,1478.46
2019-01-09 14:00:00,147298.27,43495.57,49537.96,12602.41,40100.69,1561.65
2019-01-09 15:00:00,146253.41,42364.85,49184.72,12777.56,40355.18,1571.09
2019-01-09 16:00:00,147624.15,42649.52,49329.25,13636.44,40272.45,1736.48
2019-01-09 17:00:00,150669.29,42756.13,49148.56,15908.73,40646.08,2209.8
2019-01-09 18:00:00,153948.12,45769.47,48709.81,17475.38,39703.39,2290.05
2019-01-09 19:00:00,151900.21,44446.17,47716.37,17516.68,40005.48,2215.5
2019-01-09 20:00:00,143197.36,41074.07,45028.41,17088.27,37930.4,2076.21
2019-01-09 21:00:00,136283.57,38992.19,43078.95,15977.58,36341.44,1893.4
2019-01-09 22:00:00,129740.39,37361.38,41866.57,14329.72,34645.9,1536.83
2019-01-09 23:00:00,124751.54,36269.45,41136.12,13377.04,32428.78,1540.15
2019-01-10 00:00:00,119962.21,34003.47,39788.6,13196.41,31551.11,1422.62
2019-01-10 01:00:00,117477.72,32817.25,39312.43,13011.63,30991.94,1344.48
2019-01-10 02:00:00,115760.59,32173.99,38842.95,12900.18,30537.78,1305.68
2019-01-10 03:00:00,115600.58,31962.4,38926.16,12755.54,30666.52,1289.96
2019-01-10 04:00:00,118805.57,32622.03,39497.87,13101.67,32274.76,1309.24
2019-01-10 05:00:00,127363.32,36110.02,41286.64,13649.94,34911.49,1405.24
2019-01-10 06:00:00,140354.5,41256.98,44641.99,14410.16,38382.65,1662.71
2019-01-10 07:00:00,153254.67,43028.39,49955.31,15362.4,43048.84,1859.73
2019-01-10 08:00:00,156716.49,43699.9,51978.7,15325.61,43796.78,1915.5
2019-01-10 09:00:00,157944.34,43975.29,53818.09,14863.32,43475.4,1812.24
2019-01-10 10:00:00,156664.94,43448.72,54181.33,14769.9,42516.08,1748.91
2019-01-10 11:00:00,155614.09,44164.74,53376.28,14299.95,42089.36,1683.77
2019-01-10 12:00:00,153592.36,44363.42,51750.41,13922.43,41939.23,1616.88
2019-01-10 13:00:00,149555.24,43570.27,50361.78,13254.22,40786.01,1582.96
2019-01-10 14:00:00,148111.21,43122.57,49978.68,12722.33,40670.71,1616.93
2019-01-10 15:00:00,148759.44,42819.07,50277.98,12935.86,41087.81,1638.72
2019-01-10 16:00:00,149776.73,42951.32,50036.07,13793.27,41215.26,1780.82
2019-01-10 17:00:00,152143.87,43412.13,49783.31,15930.26,40705.16,2313.01
2019-01-10 18:00:00,156402.4,46236.02,49203.75,17666.58,40964.13,2331.92
2019-01-10 19:00:00,154080.65,45042.65,47658.28,17855.6,41150.44,2373.67
2019-01-10 20:00:00,145161.04,41478.76,45188.91,17215.89,39029.18,2248.29
2019-01-10 21:00:00,139449.91,40723.02,43516.08,16118.01,37023.03,2069.76
2019-01-10 22:00:00,132125.63,38699.07,42037.6,14659.89,34997.05,1732.02
2019-01-10 23:00:00,126432.28,36390.23,41262.42,13864.17,33268.42,1647.04
2019-01-11 00:00:00,121937.38,34305.49,40451.96,13298.3,32350.43,1531.21
2019-01-11 01:00:00,119179.68,33046.91,39844.35,13257.11,31567.19,1464.12
2019-01-11 02:00:00,117833.67,32593.94,39519.14,13011.27,31274.11,1435.21
2019-01-11 03:00:00,117852.34,32285.95,39535.31,12994.63,31619.04,1417.4
2019-01-11 04:00:00,120571.18,32863.89,39904.23,13216.68,33138.52,1447.85
2019-01-11 05:00:00,128322.48,36352.83,41617.65,13576.56,35236.98,1538.45
2019-01-11 06:00:00,141770.65,41206.31,45815.56,14341.02,38662.67,1745.09
2019-01-11 07:00:00,155078.78,43795.16,50385.92,15497.63,43496.41,1903.67
2019-01-11 08:00:00,158168.86,43972.86,52182.36,15615.46,44475.41,1922.77
2019-01-11 09:00:00,159157.79,44525.52,53842.53,15098.36,43881.58,1809.8
2019-01-11 10:00:00,158452.4,44305.57,54176.85,14583.3,43630.14,1756.53
2019-01-11 11:00:00,158034.12,45588.34,53645.27,14195.41,42898.74,1706.36
2019-01-11 12:00:00,155499.94,45361.9,52155.07,13856.33,42493.83,1632.81
2019-01-11 13:00:00,151038.94,44175.01,51056.65,12926.16,41282.0,1599.12
2019-01-11 14:00:00,149258.14,43576.68,50273.79,12620.91,41220.64,1566.12
2019-01-11 15:00:00,149105.98,43352.72,49942.1,13024.12,41179.86,1607.18
2019-01-11 16:00:00,149571.3,43097.64,49801.34,13835.08,41048.59,1788.65
2019-01-11 17:00:00,153232.34,44714.17,49523.7,15871.59,40840.05,2282.83
2019-01-11 18:00:00,156162.04,46508.89,48645.94,17493.83,41110.21,2403.17
2019-01-11 19:00:00,154014.95,45474.85,47358.95,17762.17,41041.11,2377.87
2019-01-11 20:00:00,145908.6,42627.61,44568.22,17328.76,39173.63,2210.4
2019-01-11 21:00:00,139648.02,41029.49,42912.84,16318.51,37387.5,1999.68
2019-01-11 22:00:00,134053.22,40013.97,42139.23,14836.96,35369.11,1693.93
2019-01-11 23:00:00,127494.52,36575.92,41456.66,14018.13,33857.52,1586.29
2019-01-12 00:00:00,121942.76,34201.37,40345.96,13428.54,32500.06,1466.82
2019-01-12 01:00:00,119350.6,32940.09,39725.36,13388.66,31863.16,1433.35
2019-01-12 02:00:00,118140.46,32434.26,39477.2,13157.54,31677.9,1393.55
2019-01-12 03:00:00,118062.63,31977.78,39554.64,13189.09,31967.36,1373.76
2019-01-12 04:00:00,120120.58,32528.87,39760.76,13350.3,33094.6,1386.05
2019-01-12 05:00:00,127734.21,35861.33,41605.35,13864.84,34903.48,1499.21
2019-01-12 06:00:00,140155.28,40433.13,45870.02,14484.52,37622.77,1744.83
2019-01-12 07:00:00,151816.41,42915.03,50286.41,15157.51,41552.86,1904.6
2019-01-12 08:00:00,155724.43,43369.86,52341.36,15376.09,42739.18,1897.95
2019-01-12 09:00:00,157693.29,43482.85,53723.66,15354.58,43351.72,1780.47
2019-01-12 10:00:00,155913.67,42697.23,54149.05,14953.35,42408.46,1705.58
2019-01-12 11:00:00,154285.92,43078.17,53298.09,14555.93,41717.33,1636.4
2019-01-12 12:00:00,152401.8,42509.46,52389.8,14166.35,41767.29,1568.9
2019-01-12 13:00:00,149228.01,41986.62,51206.61,13345.98,41128.68,1560.12
2019-01-12 14:00:00,148456.84,42390.89,50437.29,12806.95,41283.96,1537.76
2019-01-12 15:00:00,148992.38,42495.14,50315.73,13027.16,41562.8,1591.54
2019-01-12 16:00:00,148945.68,42470.43,50135.56,13577.86,40971.49,1790.34
2019-01-12 17:00:00,150609.42,43534.69,49596.15,15488.64,39670.06,2319.89
2019-01-12 18:00:00,154814.55,46052.33,48828.69,17381.07,40110.59,2441.87
2019-01-12 19:00:00,152969.09,45057.0,47778.96,17628.81,40171.71,2332.62
2019-01-12 20:00:00,144631.28,41915.76,45291.55,16996.69,38123.56,2303.72
2019-01-12 21:00:00,138628.13,40455.35,43567.45,15966.62,36598.6,2040.11
2019-01-12 22:00:00,132367.31,38430.48,42597.47,14509.54,35000.48,1829.34
2019-01-12 23:00:00,126314.45,35498.64,42069.6,13786.62,33325.77,1633.82
2019-01-13 00:00:00,121191.68,33262.15,41076.94,13013.05,32368.33,1471.21
2019-01-13 01:00:00,118084.0,32146.53,40299.19,12614.51,31604.13,1419.64
2019-01-13 02:00:00,116456.72,31549.44,39981.96,12408.47,31138.27,1378.6
2019-01-13 03:00:00,116107.25,31051.24,40012.16,12482.35,31204.85,1356.66
2019-01-13 04:00:00,118023.79,31462.36,40152.93,12544.52,32509.47,1354.52
2019-01-13 05:00:00,125602.5,34555.84,41789.39,13155.08,34640.75,1461.43
2019-01-13 06:00:00,135901.35,39257.52,44588.15,13844.2,36570.96,1640.51
2019-01-13 07:00:00,145958.8,41270.89,48635.0,14833.24,39363.36,1856.31
2019-01-13 08:00:00,150351.29,41665.34,51305.76,14668.47,40861.05,1850.67
2019-01-13 09:00:00,153358.36,42306.96,53239.47,14604.88,41456.83,1750.22
2019-01-13 10:00:00,154087.11,43154.46,53788.57,14385.27,41106.73,1652.07
2019-01-13 11:00:00,154054.54,44420.02,53041.22,14092.21,40862.26,1638.83
2019-01-13 12:00:00,152575.33,44592.98,51702.47,13887.96,40793.27,1598.64
2019-01-13 13:00:00,148929.28,43858.53,50318.36,13163.53,40068.34,1520.53
2019-01-13 14:00:00,145183.39,42821.72,49329.16,12358.45,39164.52,1509.55
2019-01-13 15:00:00,142124.87,41233.14,48588.71,12273.42,38529.45,1500.15
2019-01-13 16:00:00,141507.04,40858.59,48145.85,12832.99,38067.4,1602.19
2019-01-13 17:00:00,142831.12,40531.47,47396.49,14860.5,37885.83,2156.83
2019-01-13 18:00:00,145751.13,43239.43,46072.96,16737.76,37395.34,2305.64
2019-01-13 19:00:00,143595.69,41590.67,45014.76,16950.97,37757.1,2282.2
2019-01-13 20:00:00,136571.16,38584.97,42925.97,16616.4,36276.06,2167.77
2019-01-13 21:00:00,131538.17,37436.4,41581.0,15540.48,35044.91,1935.38
2019-01-13 22:00:00,126671.88,36792.77,40608.87,14074.76,33479.53,1715.96
2019-01-13 23:00:00,121677.13,34444.61,40161.56,13386.23,32130.3,1554.44
2019-01-14 00:00:00,117233.47,32289.62,39189.7,12971.1,31357.98,1425.06
2019-01-14 01:00:00,114320.44,31084.51,38701.28,12553.72,30630.49,1350.43
2019-01-14 02:00:00,112444.58,30588.44,38137.46,12285.16,30120.65,1312.87
2019-01-14 03:00:00,112030.55,30113.38,38248.02,12137.14,30202.74,1329.26
2019-01-14 04:00:00,115036.26,31205.3,38450.36,12514.72,31522.73,1343.16
2019-01-14 05:00:00,123605.63,35382.2,40178.86,13067.7,33531.4,1445.47
2019-01-14 06:00:00,137226.78,41411.87,43778.35,14100.83,36240.5,1695.23
2019-01-14 07:00:00,149350.99,43730.65,48290.16,15167.49,40317.37,1845.31
2019-01-14 08:00:00,153727.41,44009.15,49888.15,15406.73,42520.84,1902.55
2019-01-14 09:00:00,155571.86,44432.05,50490.23,15376.97,43494.56,1778.05
2019-01-14 10:00:00,154651.6,44213.31,50265.88,15244.07,43216.35,1711.99
2019-01-14 11:00:00,152087.39,44605.74,48730.57,14859.95,42258.39,1632.74
